文件名,文章内容,作文题目,作文分数
qinglihou_200306542542130004.txt,"200306越南00001130005
口香糖虽然是一种很有益的糖果之一，它可以清洁口腔 ,洁白牙齿,给我们带来一种芬芳的香味。可是口香糖只能嚼不 能吞入肚内，因此带给人们许许多多不便之处。嚼完口香糖后必须找地方来丢掉，然而有些人却做了一些不文明的行为。嚼完口香糖后就随意乱吐，严重地影响环境卫生，使一些从外地来的外国人都难以接受。我觉得随意乱吐口香糖的人，无论大人或小孩要有一个严肃的处理方式。例如：罚款，越多越好，或者把他们关在牢里一天给他嚼一百块口香糖，然后吐在垃圾桶一百次。嚼累了，吐累了他们就会铭记于心这种不文明的行为，要不然就让他们在大街上清理一个月。他们自然而然会害羞而不会再犯错误。只有这样做才能令随地吐东西的人改过自新不再犯错误。这么一来国家一年就可以节省很多清理费，国家才会成为一个文明的国家。",口香糖与环境卫生,70.0
qinglihou_199804124529200422.txt,"我从小就开始学汉语，当时觉得学汉语非常有意思。因为我和同学们学校下课后才去一位台湾老师家上汉语课。这位老师非常善良，而且她用的教书方法很适合我们平均十岁的学生，例如，教我们唱很多儿童歌曲，考试成绩好就发奖等，所以那时的汉语课给我的印象是很有趣的。后来我家因为父亲的专业要改行，所以我们就从泰国的南方搬到东北去了，因此我就停止了学汉语。
八年已过去了，我已大学毕业了，可还是不想工作而想给自己增加更多的知识，这时我又想起童年学过的汉语，因此决定要来中国留学。
一九九五年九月我在北京语言学院（今天的北京语言文化大学）重学汉语。可是这次怎么不像小时候学的有趣呢？我发现自己有很多问题我不会写简体字，我不会拼音，我更分不出X，Q的音，怎么办？而且学校教的方法就以大学标准来教没有歌曲，没有鼓励奖，全都要靠自己。我那时觉得自己很可怜，也瘦了几公斤。好在有老师的帮助，后来就慢慢地适应了。",学习汉语的苦与乐,65.0
qinglihou_200205109542100972.txt,"人的一生中，有谁能说没过挫折？有谁能说一生平安？遇到挫折也是人生常见之事。那么该如何面对挫折呢？
从小我父亲常告诉我一句话：“无论遇到什么事情都应该保持一颗平常心来对待”。至今我总是把这句话当成我的座右铭。人生遇到挫折是难免的，失恋、工作失败、家庭不和等等都可以说是人生的挫折。每当我遇到挫折我先要控制我的感情，冷静地处理，不因为情绪不好而影响到其它的事，然后再认真地思考，找出原因从此吸取经验以免再犯这错误。
在遇到困难时，只会唉声叹气不是最佳的解决办法，应该有乐观的精神，把困难当成经验。哀兵必胜，要是能做这一点，那么可以成为生活的强者。
“知难而进”的人总是成功的人，因为他敢于面对挫折，而“知难而退”的人永远只是失败者。",如何面对挫折,85.0
qinglihou_200405109523100983.txt,"在这个社会上抽烟的人是不计其数的，他们抽烟的原因也各不一样。有的人由一些不可避免的压力等因素开始养成抽烟的习惯。他们都主张吸烟有助于解决一些苦愁。可是，这明明是错误的想法。
我们都知道吸烟的危害性。一支烟里面含有很多种对自己的身体不利的因素。我在电视节目上看了很多因吸烟过度死去的人们。他们大多都是吸了几十年的烟，最终，在医院里知道自己得了癌症。很悲惨结果的吸烟是人一定要避免的东西。
还有，一个人的吸烟习惯不仅对自己有害，还对其它人有害。如果有一位吸烟者在公共场所吸烟的话，在吸烟者周围的人不得不吸一些由烟发生的有毒物质。这样的话，给周围很多不吸烟的人带来极大的不利的影响。这种对周围有不利影响的吸烟者是一定要被惩罚的。
像上面所举的例子一样，我家里也经常发生这样的事情。我爸爸是很喜欢抽烟的。他在家里的时候，经常家人旁边抽烟。由此，有一天我跟爸爸说：“爸，不要再抽烟了，你的抽烟习惯不仅对你的健康有害，还危害着我和妈妈！”爸爸听完我说的话以后，到现在为止，在家人旁边没抽过烟。
。
现在也不早了，尽快戒烟吧！",吸烟对个人健康和公众利益的影响,65.0
qinglihou_199500533540200105.txt,"我非常怀念我的爸爸。爸爸是在一九九〇年九月中旬过世的。他死的时候，我不在他身边。这件事，或许将使我终身遗憾！
我怀念爸爸，我爱爸爸，因为他给了我很多，也教会了我很多。我在兄弟姐妹中排第七，是满女。这么多的子女，对爸爸妈妈实在是一种极大的负荷。但是爸爸妈妈一视同仁，不分厚重。爸妈识字不多，只是中学念到三、四年级。但是他们认识到读书的重要，竭尽所能供养我们读书，除了大哥中学毕业后不得不要放弃学业帮爸爸卖鱼，我们七个孩子都念完大学。
我曾想过：如果在我出生的那一天夜里，爸爸不敢冒着生命危险去找接生婆为妈妈接生，可能，这世界上就没有我这个人了。那时正是日本侵占印尼时期，他老人家在深夜里走出家门，碰上日本人，凶暴地问他为什么在深夜出门，爸爸说明原因，请求放行，但是日本人蛮不讲理，一直不准，爸爸一直解释求情，日本人可能被他吓倒，不甘心就此让他走，狠狠打了爸爸几巴掌才放他走，可怜的爸爸，为了即将出生的孩子，遭到日本人的毒打。
记得我念小学时，很调水平考试”，其主要原因，是我从小学五年级开始就有了一定的汉语基础，比我同龄的儿童、甚至更高年级的同学更好。爸爸一直提醒我们要努力学习，尤其要好好学中文。为了便我们能更多更好地学汉文，更多更深入地了解我们的祖国，他还替我们订了“人民画报”等刊物，买了好多中文书。
爸爸又教我们处世之道理，他把自己在经商失败后经受的亲人们的冷嘲热讽，视之为一个教训，要我们在人生的道路上，不要自满，不要欺侮他人，要我们姐妹兄弟和睦相处，不论在什么时候，不可为金钱而“相残”。
爸爸留给我的东西太多了。他病危时，要我们好好生活，照顾妈妈。想不到那竟是他临终之言。
爸爸，我一直怀念您，是您的良好的品格影响了我，是您的无私的爱激励我们努力学习，好好生活！",记对我影响最大的一个人,95.0
qinglihou_200405109523101445.txt,"吸烟的问题是老生常谈的问题。最近，很多人在公共场所抽烟。我也是一样。但是我知道吸烟对个人健康没什么好处。再说，公众利益有影响。
首先，抽烟对个人健康不太好。这事实连小孩子也知道的事。
其次，据说某市政府出台了一项规定，在公共扬所边走边抽烟的人将被罚款。你认为那个政府为什么出台这项规定？市长要发财？错了。政府出台这一项规定的原因是，为了保持市容整洁。随便扔烟头的话，会产生污染。
再次，最近青少年抽烟的人数越来越多。原因是，我认为买烟的时候没什么规定。所以青少年容易得到烟。
总而言之，虽然抽烟是一种享受，但是吸烟对个人建康和公众利益没什么好处，只存在坏处。反正，允许抽烟的地方越来越少了，烟的价格也越来越贵。戒烟是很难的一件事，不过只要下决心，一定能戒烟的。我们要戒烟吧。",吸烟对个人健康和公众利益的影响,70.0
qinglihou_199804124523200479.txt,"学习外语的意思是不能一句话来说明，尤其是汉语。自古以来，东方的中心是中国，中国是大国，政治、文化、经济方面的大国。从1992年开始跟韩国外交关系，对韩国来说，这是巨大的成果，中韩贸易交易不断增加所以在韩国需要说汉语的人，从1992年开始汉语热，我也是不例外的。
到北京已经四年多了，可能你们觉得我学习汉语学得不错吧。但是不是那么想象好，原因在哪儿呢？学习汉语的苦处到底什么地方第一是语言环境，如果一个国家的人每天在一起，当然不用说汉语，失去了练习的机会，他们的汉语的进步的可能性不大快吧，另外跟中国人交往的机会很少，这就是最大的原因，一般的中国人很亲切，但是跟外国人交往的时候他们往往犹豫不决了。
但是学习汉语以后跟中国人聊天的时候，我的感觉是这样，不同的国家，不同的文化的人在一起多么意思通过他们的交往得到了各个方面的知识，但最重要的事不要光学习汉语，应该学习文化和别的好的东西。优化选择是重要的，最关心的。
总的来说，我马上毕业了，我回国以后可能找有关中国的工作，以后学习汉语越来越有意思了。",学习汉语的苦与乐,65.0
qinglihou_199904124523200319.txt,"人在生活和工作中，总要遇到许多困难或挫折。虽然每个人都有失败、挫折的经验，但他们处理的办法都不一样。这可以分成两个方面。一个方面是人们遇到困难或者失败时，他们只怨天尤人，没有想改变自己的错误，而且没有找失败的原因去改一改。我认为这主要的原因是他们没有自信心、勇气，所以容易感到失败、挫折。这样的心态给人们带来不好的影响。
　　另一方面是即使遇到任何困难、失败也不灰心，勇敢地克服困难。这样的人是在生活上或者工作上很有自信心。如果他们面对挫折，不畏困难，不怕挫折，能够从失败中吸取教训，把挫折变成动力，从而成为生活的强者。我认为他们的这么强的精神，可以使他们不但生活上，而且工作上也有很大的成就。虽然我也是个属于第一个方面的一位弱者，遇到什么困难时，只依靠父母，周围的人，但总想改变我的这样的弱思想，而且现在好了一点。",如何面对挫折,65.0
qinglihou_200307204523100078.txt,"目前，无论是去什么地方，当地的超市里很容易看得到绿色食品。特别是老百姓的平均收入高的地方有更多的这种环保的食品。反之，收入比较低的地方，别说环保食品，连污染的食品也不够。比一般的食品更低，其价格很高，而且产量也不多，一般贫穷的地区的人不能吃绿色食品。何况，世界上，很多国家正在讲究环保，一般的用农药栽培的食品愈来愈少。这样的现象引起了粮食问题。
那我们首先要去做的事是什么？应该怎么处理这个问题呢？我们在政治上一定要引进新的制度来解决这个问题。按照各个国家的状况采取合适的方法。例如，首先提高绿色产品的价格，然后用绿色产品销售的收入实行为了贫穷地区的人的粮食问题解决方案。
这件事情不能一下子处理的。观察各个地方的地步，按章，一步一步慢慢地解决这个问题。无论是怎么样，随着人道主义处理是最优先的。
",绿色食品与饥饿,70.0
qinglihou_199510512512200501.txt,境，我母亲于四年前过世，死因是糖尿病。我想，她的死给我最大的震撼。自小，长女的我最处于养尊处优的家庭环境，所有的家事都有家母代劳，我只管上学下学，读好书做完功课。最多的琐事也只是教教弟妹们温习功课。到了中学时期，偶尔帮忙看管五金店，也不是什么艰难的差事。每当外出返家时，桌上温热]的美好菜肴总是等着我品尝。我几乎连饭都不会煮，连热开水怎么烧都不知道。我受宠的程度胜过这些，偶而做错事被骂，我也会反驳几句，表现出自己的任性与不成熟。这些小事对我以后对人对事的处置方法，都有着它深刻的影响。不过我最不服气的一种遗传，则是从母亲血液里传过来的糖尿病。所以当我在艰难中抵]挡这病魔的侵袭时，我第一个想到的人就是母亲。有时候，我会埋怨她重男轻女，为什么在临死之前，不多留一些钱财给我，而要把一种无法根治的病留给我痛苦一生呢？或许，这是我个人的一种错误的思想，但是，这个事却一直困挠着我。还有一句我最难忘的训诲，那就是“万事都得靠自己，除了死，让别人去死”。我想，虽然母亲学历有限，但她的人生经验丰富。人不为己，天殊地灭，也是一个不可磨灭的事实。这一生中，怎可能忘怀家母为我带来的一切呢？,记对我影响最大的一个人,75.0
qinglihou_200304131525100244.txt,"我来中国学习汉语的目的为了是我将来找好工作而已。16岁时我高中退学了，当时我不知我要做什么才好，天天打工赚钱就去玩儿花钱。那时候可以说过很懒的生活。我也感到无聊。日子越过，我越担忧，这因为我没有什么知识，也没有什么能力。这时候我想将来也跟现在一样无聊。我过这样的日子过了三年多。但有一天，一个公司发给我一封信，就是推荐留学的。我收到了那封信，是我第一次想到我自己要不要留学的念头。我马上跟父母商量关于留学的事情。幸亏我父亲不是日本人，他虽出生于日本，但他是个华侨。他说先试一试去中国广州留学，因为在广州有他亲人。由此我第一次来到的是广州。
之前几年到现在日本的经济一向不好，因此高中退学者不好找工作，若找到了也不是很好的，算是打工的一种。再有日本的公司大多都重视学历，最低也要高中毕业，像我这种人，他们也不会雇用的。
我来中国的目的就是重新开始，要认真地掌握汉语，要有广博的见识。这就是我来中国学习的最大目的。",我学汉语是为了……,70.0
qinglihou_200307109543200555.txt,"粮食是人类赖以维持生命所必需。我当然认为解决饥饿，在满足生存最基本需要的层面上，比吃“绿色食品”重要。换句话说，连最基本的温饱需要都未能满足的话，根本就谈不上追求更高的生活素质——吃“绿色食品”。
我知道“绿色食品”不但对人类的健康有好处，减少很多由于化学、农药污染所引发的疾病，甚至中毒的机会；还有在生产绿色食品的同时，对保护环境,维持生态平衡的帮助很大。对于粮食的生产，我是赞成朝这个方向发展的。
其实也有两全其美的办法。首先，我们要看到一个问题，现在不是粮食不足，生产量过低而令很多人挨饿。问题是资源分配不均、贫富悬殊。发达国家人口少，粮食过剩，发展中国家、落后国家人口多、贫穷、粮食不足。
了解到这种情况，而人类又愿意团结起来，互相帮助的话，我想就是唯一可以令饥饿消失，更加能提高物质量，使人人都能吃得饱、吃得安全。",绿色食品与饥饿,90.0
qinglihou_200405109523100997.txt,"众所周知，吸烟是百害无利的不好的习惯。此行为不仅仅给个人健康带来坏影响，还给不吸烟者带来间接吸烟的危害。本人要对这问题在下面进行浅析。
据科技证明]，吸烟与死亡率和发病率是成比率的，换言之，吸烟越多，早死和得病的可能越大。其实，这种道理是不言而喻的。并且，值得注意的是，间接吸烟的危害正在慢慢增大。因此，有关部门开始采取具体措施。新措施规定在人口密集的场所不许吸烟，如果不遵守该规定，那就进行严厉地惩罚。
到目前为止，抽烟者越来越多。但是，采取该措施以来，人们对吸烟的危害有了深一层的了解。与此同时，吸烟者在抽烟时有意地考虑]其周围不吸烟的间接吸烟者。这种现象可以说是良好的社会气氛。虽然如此，在进行有关规定时会遇到种种困难。但是，从宏观的角度来看，此次采取的措施是非常肯定的。我们一起共同努力的话，可以把良好的公众环境维持下来。
总之，做任何事没有一个一蹴而就的，通过改变吸烟者以]往所具有的观念和非吸烟者来创造出美丽的社会吧！",吸烟对个人健康和公众利益的影响,70.0
qinglihou_200509534533250059.txt,"21号卓园路
新加坡邮区3031
应聘快乐家庭旅游公司
李文君台鉴：
从报章上得知贵公司业务发展蓬勃，并欲聘请广告设计师2名，本人对此工作甚感兴趣，斗胆应征，希望获得公司青睐，以能展现一技之长。
本人，女性，新加坡工艺学院毕业，修读广告设计课，也曾在新加坡南洋美专修读雕刻与艺术三年，曾参加过一次广告设计比赛（一九九九年），得到亚军奖。本人广告设计的特点在于：能突出主题，色彩鲜明，简洁明快，使人一了目然。
本人也曾在新加坡美术馆工作了三年，累积了不少的经验。
若李文君能给予机会，希望约一个时间面谈。
应聘者：
九月十七日",一封求职信,60.0
qinglihou_199500533540200111.txt,"小时候,我的家境不好,因为父亲早逝，家里生活的重担都落在妈妈的肩上。兄弟姐妹有六个，个个都还小，不但要生活费，还要教育费。善良的母亲为了担起这个重担。好在我妈妈是个小学校的教师，因此，我们几个兄弟姐妹上学的学费都得到校方的照顾。虽然如此，为了生活还得加班工作，白天在学校，晚上还得兼家教，最后把我们一个个兄弟姐妹培养成人。这中间的辛酸过程，外人是很难理解的。
最令我难忘的是，我在十岁那年，父亲刚去逝不久，妈妈为了我们的生活和前途，一星期加了三班，每天放学回家急急忙忙给我们准备了晚餐，然后再去给学生补课，直到十点多钟回到家，不但困，而且还需给学生改卷，往往到十二点至点才能休息。长期这样生活。因此妈妈的健康大大地下降，直到有一天重病在床上，送到医院抢救。所以我妈妈为了我们下一代，付出了整个的青春。今天……",记对我影响最大的一个人,65.0
qinglihou_200209550523250043.txt,"每个人都各有各的想法、看法，看世界的角度也因人而异，因此跟他人相处时，不免会发生争吵或者起冲突。我觉得这是理所当然的。代沟也是由于两代人之间在许多方面有所差异而引起的现象。
抒我己见，跟他人起了冲突时，最需要的是：对话。没有对话，你绝对不能理解对方，这样，问题总没法解决，反而让两个人的关系更恶化。如果你发现你跟你的子女或者跟你的父母有代沟，不妨试试和他们对话。无论是关于什么话题，跟他们开始讲话。不要固执己见，听听他们的意见，了解一下他们那一代人的想法和思想世界。这一步如果你做到了，那你和他们之间的关系会越来越近，总有一天，代沟也会消失。
为了你自己或者为了父母或子女，你先伸出手试试对话，我觉得是非常值得的一件事，即使需要忍耐和勇气。",如何解决“代沟”问题,75.0
qinglihou_199505550523200915.txt,"要我说对我影响最大的一个人的话，我会说那一个人就是我爸爸。爸爸？还有你妈呢。”对，妈妈对我的影响很大。她也是影响我的人之一。可是不至于我爸爸的那个程度。因为我爸是最了解我最信任我的人。我是我们家的老大，就是长女。从我很小的时候起，我爸爸把我当成一个儿子一样。虽然我家有一个真正的儿子——就是老幺，他对我的期望是最大的。我相信。从小学到今天他为我安排了最好的学习环境。如果我有什么需要，他都为我买了。我妈常常嫉妒我，也是当然的。当我选择中文系的时候，所有的人都反对说要念英文才有前途的，可是他一个人支持着我。这样我可以念我一直想念的中文系，做我喜爱的事情了。因为是这个理由吧。我被爸爸影响是我自己喜欢我爸爸而自然地受到影响的。
虽然我爸爸已经五十多岁了，可我爸爸的思想是很开放的。他和我谈话时没什么“世代差异”了。
我很尊敬我爸爸，他的人生观，他的信仰都是对我的影响最大。",记对我影响最大的一个人,70.0
qinglihou_200104124523200299.txt,"亲爱的爸爸、妈妈：
最近天气越来越暖和已到春天了，春天是万物复苏的季节，春风一吹使柳叶变绿油油。
爸爸妈妈你们好吗？外面的阳光真好，你们经常去散散步吧。晒太阳对你们的身体好处。还有出去走一走也会情绪好转。我上次回北京后，一直担心爸爸的健康。人老跟着身体也老这个道理是众所众周知。",一封写给父母的信,55.0
qinglihou_199500533533200142.txt,"每一个人的生命中，都有一个“守护神”。我有一个不论睛天或是暴风雨都守护在我身边的丈夫（也就是外子）。打从我俩相爱、结婚，直到两个相继出世，他都一直默默站在我的身后，只要稍有不妥，他就有及时地扶我一把。长久以后，我变得没有主见、没有信心。
一次偶然的机会，我把我的心事告诉了他，并表示我想在家里招生——“开补习班”。他马上答应了，还兴致勃勃地替我装修客厅。
一个星期后，我的补习班成立了，学生大约有十来个。从那天开始，我每天全心全意地备课、找资料，无意间把两个孩子给疏忽了，结果孩子的功课一落千丈，公公婆婆开始对我发出怨言只有他总是替我辩护，甚至鼓励我，把整个家的担子都往自己的肩上扛。
现在，我是多问语言中心的语文老师，深受家长和学生的受戴。也许很多人都认为我很成功，其实，如果没有丈夫的支持与谅解，就没有今天的柯老师。
爱人，我感谢您，我想因为有您的相伴，我人生的道路上，将是美好、幸福的。",记对我影响最大的一个人,85.0
qinglihou_200205205525200145.txt,"关于安乐死，在世界上，尤其是先进国家中，长年以来，议论纷纷。随着医疗的进步，发生的安乐死问题可以说是一个人类自己产生的大难题。
去年，我叔叔因交通事故而受了重伤。我到医院时，他已经没意识而且很痛苦的样子。他旁边有一个桶子，里面都是他吐的血。我暂时陪他，不过我真不忍心看他那么苦的样子。我突然间想到的是：要是他一直这样的状态，他自己多么可怜呢。勉强维持这样的状态，真的对他好吗？
我认为，许多患重病的人都想到安乐死问题，其中有的人可以告诉家人自己对安乐死的看法。但是，像我叔叔这样，突然要面临生死问题时，家人的心里一定很复杂。
在某个国家已经有容忍安乐死的法律。我刚知道这事实时，我一边同意，一边带着不安的感觉。因为很有可能存在利用这种法律，故意杀人的人们。是这样，我作为一个曾经在大学里学安乐死和法律的人，可以肯定地说，人与人之间，人于社会上，生命中的各种问题，应该重视人的心理上的问题，决不应该用法律等手段来简单地解决问题。",如何看待“安乐死”,80.0
qinglihou_200306542542130010.txt,"200306越南00000530011
口香糖，对一些人来说是很重要的。每天他们都吃一两片，但是不吃了就随意乱吐，有些人知道这是不文明的行为，但这是习惯，怎样改呢？
厂家已知道我们的坏习惯，生产的时候就用银纸包口香糖，等我们吃好就吐那口香糖回那银纸里再包上才扔进垃圾桶里。要吃口香糖，我们要有这个习惯才可以。
城市是我们居住的地方，我们要保护它，清理它，不让它被环境卫生影响。城市清洁，卫生我们的家就像一样，要解决清洁问题，首先我们政府要增加一些垃圾桶，放在很多人来往的地方。第二要提高人民的知识，对卫生有初步认识，渐渐提高。",口香糖与环境卫生,75.0
qinglihou_199605104525200093.txt,"和尚只有一个人的时候，他为自己到山底下挑水，因为没有人给他水喝，也没有打下手的。后来又来了一个和尚，第一个和尚减轻自己的负担，他肯定很高兴，他们俩友好地抬水喝。最后第三个和尚来了，抬水不用三个人，每个人的负担更轻了。但是为了别人，他们不想劳动。因为不知道谁的责任，所以这个故事发生了。谁都想过生活得轻松愉快，但是谁也不劳动的话，怎么能过生活呢？
这样故事在我们生活中也经常发生的，例如，有的人不重视公共设备，有的人在马路上乱扔拉圾，他们认为公共财物不是个人的，",由“三个和尚没水喝”想到的……,55.0
qinglihou_200510111523101098.txt,"我喜欢流行歌曲，而我的父母思想过分保守，他俩不是新时候的父母，因而我和他俩之间常常有代沟。
听流行歌曲而感兴趣的大部分的人是年轻的人。忽视流行歌曲的人大都是思想保守的一些成年人和老年人。他们不懂得怎么接受新时代的文化而导致了与年轻人间的代沟。所以我们能轻易地看得到两者之间因为代沟而吵架的情景。
流行歌曲也可以算是许多吵架话题中的一个因素。从第三者来看。
年轻人说成年人是过时的人。人要懂得随机应变，这个社会也一样，随时都要敢流行不能总在欣赏古典音乐。
反过来，成年人向年轻人说不能总在赶大流，古典音乐有它们不变的颜色，总赶流行歌，大家做什么自己就做什么，没有自己的想法。
可是我觉得流行音乐是个新时代的文化。古典音乐也会有它的特色，相反流行音乐也有它们独有特色，我盼望他们能够尊重流行音乐，能够尊重我们的爱好，能够尊重新时代的文化的日子。",我看流行歌曲,85.0
qinglihou_200405109523201166.txt,"有的人喜欢打篮球，有的人喜欢拍照，有的人喜欢喝酒等等。吸烟也是人类一种爱好。但根据这些报告，我们都知道吸烟的坏处比好处更多。下面，我谈谈吸烟对个人健康和公众利益的影响。
众所周知，大家都知道吸烟对个人身体不好。过度地吸烟引起很多病，还有女性吸烟的时候，如果怀孩子的话，对孩子也不好。还有吸烟者对非吸烟者引起很多病。还有吸烟对公众利益带来很多损害。在饭店不能吸烟，所以饭店要准备为吸烟者空间，所以要花不需要花的钱。有的时候，商店里不能抽烟，所以抽烟者不去那个商店，会导致经济上的问题。
那怎么解决吸烟对个人健康和公众利益的问题呢？首先，对公共场所抽烟的人国家制定措施并开始实施。因为社会不是抽烟者的，非抽烟者也有社会权利，所以让抽烟者注意。第二，应该自己考虑自己的身体，虽然健康看不见，但失去的话，不容易恢复的。
总之，我认为吸烟的坏处比好处更多。所以各人都注意自己的健康，为了公众利益，我们不要抽烟。",吸烟对个人健康和公众利益的影响,60.0
qinglihou_200405109525101536.txt,"虽说吸烟可以给吸烟者带来精神上的安宁，但我个人认为，吸烟对身体毫无好处，甚至可以说吸烟只能带来坏影响。因为据我所知，吸烟者的运动能力越吸会越下降，而且吸烟对人的思考能力也有一些影响。再说，得癌症的可能性也不可忽视。还有，对于不会吸烟的人来讲，吸收别人吸烟的空气是不可接受的，不吸烟的人因此往往会头痛起来，也会有人咳嗽。因此，在公共场所不允许吸烟是理所当然的、很合法的措施。虽然我也觉得爱吸烟者有所可怜，但为了保护更多的人，建立良好的文明以及为了保持生活环境的清洁，我希望今后政府规定更多的有关吸烟的措施。
另外，从吸烟者的公共常识来看，规定了这一措施是很有效果的。在街道上，我们天天可以看到边走边抽烟的人，甚至还可以看到他们把烟草随便扔掉。我认为这一行为实在是不可原谅的。我由衷希望有了这一惩罚措施后，吸烟者的态度日益改善，并能够跟大家一起建立文明。",吸烟对个人健康和公众利益的影响,70.0
qinglihou_200105109525100415.txt,"我看到这个文章就马上想起来了印度的苦修。这是古代的时候和尚为了自己的提高，愿意做很苦的事，比如说每天坐在石头上等等。在这里我想说的是能不能忍耐不喝水？
当然不喝水就不能活下去。但重新考虑]一下，如果为了个人的幸福念佛教的人把大家的水都喝光了呢？这是一个非常难过的事吧。
如上所说的在古代的印度和尚了为自己的提高每天不喝水。跟他们相比，谁是高尚，好像明显吧，
但我们也不能责备他们吧。因为我们现代的和尚跟他们相比，也许差不多。
好像越来越远离这个文章的话题，但我已经说出来了。所以让我说一点吧。
现代的和尚的纪律越来越松懈，古代的时候他们不吃肉，也不能结婚。但现在就慢慢现代化了。我这个人信佛教的，所以可能对他们苛刻了。我不知道哪个是真理，世界上因为宗教战争的有很多。上次的以色列的事情也让我们但心。宗教是真的难。
最后我想说的就是跟宗教（和尚）有关的人不要过多要求什么。要求多就引起不好事的
谢谢  老师",由“三个和尚没水喝”想到的……,55.0
qinglihou_200405109523101860.txt,众所周知，吸烟对我们的身体健康没有好处。对吸烟者而言，过度抽烟会引起肺癌、呼吸道等各种疾病。。因此，在公共场所吸烟行为逐渐成为一种社会问题。做香烟广告。禁止广告之后，香烟的销售额逐年减小，美国政府的税收也日益减小了，因此，终于提出了一条香烟立法规定。所以，我认为在公共场所抽烟是打破公共程序和安宁的。我还认为只有提高人们的公共意识才能达到这个目的。还有在韩国大部分学生在学校里面抽烟，我认为这也是打破公共秩序还需要引导走正路上。,吸烟对个人健康和公众利益的影响,75.0
qinglihou_200105550523250465.txt,"亲爱的爸爸、妈妈
最近天气比较热。好像已经过了春天。爸爸，妈妈！我是，你们可爱的女儿。但是这几天因为我的行为你们很难过吧，真不好意思。因为爸爸的失业，我们家的经济不太好。不过我还是孩子，要做的事情，要买的东西，要去的地方等等很多。但是这不能随便做。我知道爸爸的心比我的更痛苦。前几天，我回家的时间比较晚，爸爸生气了。这是当然的。。但是反而我对爸爸发脾气。我这样说，
“到底我犯了错误什么？我一点也不能懂爸爸的意思。”现在再想那时的事，我突然脸红了。。还有，我没说“对不起。。”我没想到这句话那么难说。爸爸！现在我趁这个机会，我向您道歉：真抱歉，那时候，我不好，。请原谅我。。我还是您的女儿嘛！
其实我不是对您生气，而是对自己生气。还有妈妈太辛苦了，但是我，甚至爸爸也不能帮妈妈的忙。知道我的心吗？
妈妈！虽然现在很难过，但是您忍耐一下。我一定会成功。以后也比以前更努力学习。这句话，我要给爸妈的保证。
时间过得很快。总有一天，在我的家也会出现幸福。其实现在也很幸福吧，都很健康。
爸爸，妈妈！我以后再写信。
今天到这儿吧。
知道吗？您们的女儿爱着爸爸妈妈多么深…
保重身体
2001年5月12日
 敬上",一封写给父母的信,75.0
qinglihou_200103533533150029.txt,"以我个人的看法，我是反对允许已经没有爱情基础的夫妻申请离婚。
虽然，古代有媒妁之言，但是夫妻已生活结伴多年，怎么说，都存在有一些感情。况且，如果夫妻如果有生育儿女，这将会影响儿女的心智发展，变成单亲家庭。社会离婚率提高而导致家庭破裂，影响社会稳定，所以它所造成的影响是巨大的，何以见得呢？现在，我们举例说明如下：
（一）儿女方面：如果双方离婚，子女必归其中一方，子女其中无法获得父爱或母爱，这对儿女的成长的过程是巨大的。
（二）家庭破裂：离婚后导致家庭破裂是不容置疑的，离婚率提高，破坏了社会的安定，男女双方可能再婚，也破坏了整个家庭核心。
所以，离婚对社会，家庭，儿女等都会造成很大的不便与伤害，破坏了整个家庭核心，所以为人父母都在对方提出离婚要求时必须三思，以免给社会，家庭，儿女带来种种不便与破坏。所以我特别反对允许已经没有爱情基础的夫妻离婚，不知您是否同意与否？",我对离婚问题的看法,80.0
qinglihou_200504534533150028.txt,"我本人认为男女分班制，是没有必要的。首先，男女分班，就可以避免学生早恋吗？难道，就不能和邻校的学生谈恋爱吗？
男女分班，是在开历史倒车。对学业上是否真的更好，非常令人怀疑。
男女分班，只会出现两种极端的行为。
首先是：排斥异性，不能与异性有正常的交往，带着平常心对待男女关系。
另一种行为，更为可怕。那就是：男男女女都在搞同性恋，这不是比学生异性恋爱更后果不堪设想吗？
而以上我说的情形，也确实在新加坡的一些学校发生了。
比如：同性恋也有“男”和“女”。例如：某所女校，就有女子扮成男子，一身男人样，她是“男”方，而女方，则小鸟依人的模样。
总之，我不赞成男女分班。",我对男女分班的看法,70.0
